date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,position_diff,form_difference,home_home_form,away_away_form,home_avg_goals,away_avg_goals,home_avg_conceded,away_avg_conceded,home_avg_shots,away_avg_shots,home_avg_shots_on_target,away_avg_shots_on_target,home_avg_corners,away_avg_corners,corners_difference,home_avg_yellow_cards,away_avg_yellow_cards,yellow_cards_difference,result,elo_difference,shots_difference,shots_on_target_difference,home_conversion_rate,away_conversion_rate,home_rest_days,away_rest_days,home_head_to_head,away_head_to_head,draw_head_to_head,home_home_attack,home_home_defense,away_away_attack,away_away_defense,home_avg_xgd,away_avg_xgd,xgd_diff,home_xg_form,away_xg_form,home_home_avg_xg,away_away_avg_xg,home_home_avg_xga,away_away_avg_xga,market_value_difference,market_value_ratio
2021-09-11,Southampton,West Ham,0.0,0.0,0.692135,0.725407,-10,-5,1,3,1.3333333333333333,3.3333333333333335,2.0,1.6666666666666667,12.0,11.666666666666666,4.0,6.666666666666667,6.333333333333333,7.0,-0.666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333335,D,-142.6570296160362,0.3333333333333339,-2.666666666666667,0.3333333333333333,0.5,14,14,0.0,0.0,0.0,1.0,1.0,4.0,2.0,-0.40421433333333323,0.9201333333333335,-1.3243476666666667,-0.40421433333333323,0.9201333333333335,0.587526,3.00939,2.26173,1.67926,-80600.0,0.7728937728937729
2021-09-11,Brentford,Brighton,0.0,1.0,0.729786,0.287902,-2,-1,3,3,1.0,1.3333333333333333,0.3333333333333333,1.0,10.333333333333334,13.666666666666666,2.6666666666666665,4.666666666666667,3.0,5.666666666666667,-2.666666666666667,1.3333333333333333,2.0,-0.6666666666666667,A,-48.79133597707505,-3.333333333333332,-2.0000000000000004,0.375,0.2857142857142857,14,14,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.5573706666666666,0.138166,0.41920466666666656,0.5573706666666666,0.138166,1.88818,1.6853,1.02385,1.79548,-44700.0,0.8594339622641509
2021-09-11,Arsenal,Norwich,1.0,0.0,2.68515,0.577292,-1,0,0,0,0.0,0.3333333333333333,3.0,3.3333333333333335,9.666666666666666,9.666666666666666,2.3333333333333335,2.3333333333333335,4.666666666666667,4.333333333333333,0.3333333333333339,1.6666666666666667,1.0,0.6666666666666667,H,298.3394073114,0.0,0.0,0.0,0.14285714285714285,14,14,0.0,0.0,0.0,0.0,2.0,0.0,5.0,-2.7438253333333336,-0.9003737333333335,-1.8434516,-2.7438253333333336,-0.9003737333333335,0.630099,0.0250088,3.64132,2.43928,449850.0,3.7564338235294117
2021-09-11,Crystal Palace,Tottenham,3.0,0.0,2.89372,0.0775646,-13,-7,1,3,0.6666666666666666,1.0,1.6666666666666667,0.0,6.666666666666667,12.0,1.6666666666666667,5.666666666666667,2.6666666666666665,5.666666666666667,-3.0000000000000004,1.0,3.0,-2.0,H,-116.07577590588312,-5.333333333333333,-4.0,0.39999999999999997,0.1764705882352941,14,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.24747166666666653,-0.16855766666666638,-0.07891400000000015,-0.24747166666666653,-0.16855766666666638,0.606313,1.72636,0.712439,1.51127,-418300.0,0.3931964894465801
2021-09-11,Leicester,Man City,0.0,1.0,0.8001,2.75058,-1,0,3,0,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.3333333333333333,7.666666666666667,19.666666666666668,3.0,6.0,4.666666666666667,10.333333333333334,-5.666666666666667,1.0,1.0,0.0,A,-182.9141798934627,-12.0,-3.0,0.4444444444444444,0.5555555555555556,14,14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8285193333333333,2.605302066666667,-3.4338214000000002,-0.8285193333333333,2.605302066666667,0.668082,2.10585,1.32714,1.06014,-473450.0,0.52655
2021-09-12,Leeds,Liverpool,0.0,3.0,0.652514,4.4016,-10,-5,1,3,1.3333333333333333,2.0,2.6666666666666665,0.3333333333333333,13.0,23.333333333333332,3.0,8.0,5.666666666666667,10.333333333333334,-4.666666666666667,2.3333333333333335,0.3333333333333333,2.0,A,-160.18077336867168,-10.333333333333332,-5.0,0.4444444444444444,0.25,14,15,0.0,0.0,0.0,2.0,2.0,3.0,0.0,-0.7184716666666666,1.3046493333333338,-2.0231210000000006,-0.7184716666666666,1.3046493333333338,0.966093,1.78728,1.85713,1.3333,-619450.0,0.3258787680922843
2021-09-13,Everton,Burnley,3.0,1.0,1.80386,1.82061,10,6,3,0,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,15.0,11.666666666666666,6.333333333333333,3.0,5.333333333333333,5.333333333333333,0.0,2.6666666666666665,2.0,0.6666666666666665,H,150.24055733887417,3.333333333333334,3.333333333333333,0.368421052631579,0.2222222222222222,16,15,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.1820413333333333,-0.5495220000000001,1.7315633333333333,1.1820413333333333,-0.5495220000000001,2.38863,0.690464,0.580601,2.63945,341200.0,3.4751541530649255
2021-09-17,Newcastle,Leeds,1.0,1.0,1.17668,1.42995,-2,-1,1,1,1.25,1.0,3.0,2.75,12.0,12.0,3.0,3.25,4.5,4.75,-0.25,2.0,2.25,-0.25,D,-75.61968544927481,0.0,-0.25,0.4166666666666667,0.3076923076923077,6,5,0.0,0.0,0.0,2.0,3.0,1.0,3.0,-1.575892,-1.47612525,-0.09976675000000013,-1.575892,-1.47612525,1.435015,1.044561,3.2348749999999997,1.67675,14450.0,1.0482551344130906
2021-09-18,Aston Villa,Everton,3.0,0.0,0.777716,0.755035,-8,-6,4,4,1.25,2.5,1.75,1.0,11.5,14.75,3.75,6.25,5.25,5.0,0.25,2.75,2.25,0.5,H,-37.9834345255922,-3.25,-2.5,0.3333333333333333,0.4,7,5,0.0,0.0,0.0,1.5,0.5,2.0,1.0,-0.10256149999999997,0.8823435,-0.9849049999999999,-0.10256149999999997,0.8823435,0.8078620000000001,1.702905,0.8823749999999999,0.8338574999999999,8700.0,1.018160943534078
2021-09-18,Wolves,Brentford,0.0,2.0,1.02316,2.32741,-2,-2,0,2,0.5,0.75,0.75,0.5,17.75,9.5,5.0,2.25,5.5,2.5,3.0,2.25,1.75,0.5,A,-33.004557160928925,8.25,2.75,0.1,0.3333333333333333,7,7,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.9173619999999999,0.5284989999999999,0.38886299999999996,0.9173619999999999,0.5284989999999999,1.6535099999999998,0.9227795,1.3352214999999998,0.5188885,103650.0,1.3792535675082327
2021-09-18,Burnley,Arsenal,0.0,1.0,0.775574,1.09928,-2,-2,1,0,0.75,0.25,2.0,2.25,11.5,14.75,3.75,3.5,5.5,5.5,0.0,1.75,1.5,0.25,A,-165.89837089903745,-3.25,0.25,0.2,0.07142857142857142,5,7,0.0,0.0,0.0,1.0,1.5,0.0,3.5,-0.40795400000000015,-1.5309045000000001,1.1229505,-0.40795400000000015,-1.5309045000000001,1.75325,0.5703275,1.60304,3.1804550000000003,-475200.0,0.22485931000734036
2021-09-18,Liverpool,Crystal Palace,3.0,0.0,2.76793,0.644168,11,5,4,1,2.25,1.25,0.25,1.25,25.0,9.5,8.25,2.25,10.5,4.0,6.5,0.5,1.25,-0.75,H,243.7020848269124,15.5,6.0,0.2727272727272727,0.5555555555555556,6,7,0.0,0.0,0.0,1.5,0.5,1.0,2.5,1.9157585000000001,0.5184351000000001,1.3973233999999999,1.9157585000000001,0.5184351000000001,2.362035,0.9991405,0.6320509999999999,1.317285,647850.0,3.390149418926397
2021-09-18,Man City,Southampton,0.0,0.0,1.22451,0.490923,9,6,6,1,2.75,1.0,0.25,1.5,21.0,11.75,6.5,3.75,9.75,6.0,3.75,1.25,2.0,-0.75,D,271.61294903927546,9.25,2.75,0.4230769230769231,0.26666666666666666,7,7,0.0,0.0,0.0,5.0,0.0,1.5,2.5,2.44159655,-0.3114787499999998,2.7530753,2.44159655,-0.3114787499999998,3.456005,2.0204805,0.07090690000000001,1.7897,725700.0,3.645643456069996
2021-09-18,Norwich,Watford,1.0,3.0,0.782665,2.42487,-4,-3,0,0,0.25,0.75,2.75,1.75,9.75,9.5,2.0,3.0,4.25,3.25,1.0,1.25,2.25,-1.0,A,-149.27001169100754,0.25,-1.0,0.125,0.25,7,7,0.0,0.0,0.0,0.5,2.5,0.0,1.5,-1.2022448000000003,-0.9643290000000001,-0.23791580000000023,-1.2022448000000003,-0.9643290000000001,1.38707,0.50162,1.530495,1.3499615,7000.0,1.0448143405889885
2021-09-19,Tottenham,Chelsea,0.0,3.0,0.70567,2.5869,-3,-1,6,4,0.75,2.25,0.75,0.25,9.5,13.25,4.5,4.5,4.75,5.0,-0.25,2.5,0.75,1.75,A,-97.00556779499108,-3.75,0.0,0.16666666666666666,0.5,8,8,0.0,0.0,0.0,1.0,0.0,1.5,0.5,-0.8304570999999998,0.6034170000000001,-1.4338741,-0.8304570999999998,0.6034170000000001,0.9905515,2.107479,1.3509330000000002,1.3573595,-225150.0,0.7537998906506288
